seed_id,title,doi,pmid,pmcid,bioproject_accession,ena_study_accession,dataset_id,repository,url,notes
mdp-0134,,10.1002/edn3.584,,,,,,,,
mdp-0135,,10.1002/edn3.586,,,,,,,,
mdp-0136,,10.1002/edn3.587,,,,,,,,
mdp-0137,,10.1002/edn3.67,,,,,,,,
mdp-0138,,10.1002/edn3.70005,,,,,,,,
mdp-0139,,10.1002/edn3.70013,,,,,,,,
mdp-0140,,10.1002/edn3.70014,,,,,,,,
mdp-0141,,10.1002/edn3.70018,,,,,,,,
mdp-0142,,10.1002/edn3.70031,,,,,,,,
mdp-0143,,10.1002/edn3.70033,,,,,,,,
mdp-0144,,10.1002/edn3.70034,,,,,,,,
mdp-0145,,10.1002/edn3.70037,,,,,,,,
mdp-0146,,10.1002/edn3.70039,,,,,,,,
mdp-0147,,10.1002/edn3.70041,,,,,,,,
mdp-0148,,10.1002/edn3.70043,,,,,,,,
mdp-0149,,10.1002/edn3.70048,,,,,,,,
mdp-0150,,10.1002/edn3.70050,,,,,,,,
mdp-0151,,10.1002/edn3.72,,,,,,,,
mdp-0152,,10.1002/edn3.74,,,,,,,,
mdp-0153,,10.1002/edn3.76,,,,,,,,
mdp-0154,,10.1002/edn3.8,,,,,,,,
mdp-0155,,10.1002/edn3.87,,,,,,,,
mdp-0156,,10.1002/edn3.93,,,,,,,,
mdp-0157,,10.1002/elsc.202300249,,,,,,,,
mdp-0158,,10.1002/etc.2450,,,,,,,,
mdp-0159,,10.1002/etc.5834,,,,,,,,
mdp-0160,,10.1002/etc.5887,,,,,,,,
mdp-0161,,10.1002/jobm.201400466,,,,,,,,
mdp-0162,,10.1002/jobm.201700041,,,,,,,,
mdp-0163,,10.1002/lno.10160,,,,,,,,
mdp-0164,,10.1002/lno.10389,,,,,,,,
mdp-0165,,10.1002/lno.10533,,,,,,,,
mdp-0166,,10.1002/lno.11155,,,,,,,,
mdp-0167,,10.1002/lno.11164,,,,,,,,
mdp-0168,,10.1002/lno.11166,,,,,,,,
mdp-0169,,10.1002/lno.11190,,,,,,,,
mdp-0170,,10.1002/lno.11319,,,,,,,,
mdp-0171,,10.1002/lno.11375,,,,,,,,
mdp-0172,,10.1002/lno.11384,,,,,,,,
mdp-0173,,10.1002/lno.11416,,,,,,,,
mdp-0174,,10.1002/lno.11579,,,,,,,,
mdp-0175,,10.1002/lno.11944,,,,,,,,
mdp-0176,,10.1002/lno.12008,,,,,,,,
mdp-0177,,10.1002/lno.12324,,,,,,,,
mdp-0178,,10.1002/lno.12414,,,,,,,,
mdp-0179,,10.1002/lno.12459,,,,,,,,
mdp-0180,,10.1002/lno.12525,,,,,,,,
mdp-0181,,10.1002/lno.12526,,,,,,,,
mdp-0182,,10.1002/lno.12564,,,,,,,,
mdp-0183,,10.1002/lno.12673,,,,,,,,
mdp-0184,,10.1002/lol2.10058,,,,,,,,
mdp-0185,,10.1002/lol2.10141,,,,,,,,
mdp-0186,,10.1002/lol2.10213,,,,,,,,
mdp-0187,,10.1002/lol2.10271,,,,,,,,
mdp-0188,,10.1002/lol2.10329,,,,,,,,
mdp-0189,,10.1002/lol2.10395,,,,,,,,
mdp-0190,,10.1002/lol2.10422,,,,,,,,
mdp-0191,,10.1002/lom3.10237,,,,,,,,
mdp-0192,,10.1002/lom3.10459,,,,,,,,
mdp-0193,,10.1002/lom3.10538,,,,,,,,
mdp-0194,,10.1002/lom3.10567,,,,,,,,
mdp-0195,,10.1002/lom3.10590,,,,,,,,
mdp-0196,,10.1002/lom3.10602,,,,,,,,
mdp-0197,,10.1002/mbo3.1354,,,,,,,,
mdp-0198,,10.1002/mbo3.245,,,,,,,,
mdp-0199,,10.1002/mbo3.417,,,,,,,,
mdp-0200,,10.1002/mbo3.522,,,,,,,,
mdp-0201,,10.1002/mbo3.935,,,,,,,,
mdp-0202,,10.1002/mbo3.959,,,,,,,,
mdp-0203,,10.1002/nafm.10937,,,,,,,,
mdp-0204,,10.1002/tafs.10352,,,,,,,,
mdp-0205,,10.1007/978-3-030-90383-1_12,,,,,,,,
mdp-0206,,10.1007/978-3-319-31305-4_30,,,,,,,,
mdp-0207,,10.1007/978-3-540-69775-6,,,,,,,,
mdp-0208,,10.1007/s00027-021-00828-1,,,,,,,,
mdp-0209,,10.1007/s00027-024-01132-4,,,,,,,,
mdp-0210,,10.1007/s00114-022-01808-7,,,,,,,,
mdp-0211,,10.1007/s00128-023-03700-0,,,,,,,,
mdp-0212,,10.1007/s00203-021-02410-7,,,,,,,,
mdp-0213,,10.1007/s00227-002-0829-2,,,,,,,,
mdp-0214,,10.1007/s00227-003-1105-9,,,,,,,,
mdp-0215,,10.1007/s00227-004-1427-2,,,,,,,,
mdp-0216,,10.1007/s00227-005-0114-2,,,,,,,,
mdp-0217,,10.1007/s00227-006-0563-2,,,,,,,,
mdp-0218,,10.1007/s00227-008-0915-1,,,,,,,,
mdp-0219,,10.1007/s00227-011-1752-1,,,,,,,,
mdp-0220,,10.1007/s00227-013-2322-5,,,,,,,,
mdp-0221,,10.1007/s00227-013-2372-8,,,,,,,,
mdp-0222,,10.1007/s00227-014-2557-9,,,,,,,,
mdp-0223,,10.1007/s00227-015-2736-3,,,,,,,,
mdp-0224,,10.1007/s00227-016-2899-6,,,,,,,,
mdp-0225,,10.1007/s00227-016-3008-6,,,,,,,,
mdp-0226,,10.1007/s00227-017-3073-5,,,,,,,,
mdp-0227,,10.1007/s00227-017-3147-4,,,,,,,,
mdp-0228,,10.1007/s00227-020-03773-z,,,,,,,,
mdp-0229,,10.1007/s00227-020-03792-w,,,,,,,,
mdp-0230,,10.1007/s00227-021-03862-7,,,,,,,,
mdp-0231,,10.1007/s00227-023-04205-4,,,,,,,,
mdp-0232,,10.1007/s00227-023-04235-y,,,,,,,,
mdp-0233,,10.1007/s00227-023-04247-8,,,,,,,,
mdp-0234,,10.1007/s00227-023-04313-1,,,,,,,,
mdp-0235,,10.1007/s00227-023-04362-6,,,,,,,,
mdp-0236,,10.1007/s00227-023-04364-4,,,,,,,,
mdp-0237,,10.1007/s00227-024-04400-x,,,,,,,,
mdp-0238,,10.1007/s002270100674,,,,,,,,
mdp-0239,,10.1007/s00248-005-0062-x,,,,,,,,
mdp-0240,,10.1007/s00248-010-9681-y,,,,,,,,
mdp-0241,,10.1007/s00248-013-0267-3,,,,,,,,
mdp-0242,,10.1007/s00248-013-0362-5,,,,,,,,
mdp-0243,,10.1007/s00248-014-0368-7,,,,,,,,
mdp-0244,,10.1007/s00248-014-0393-6,,,,,,,,
mdp-0245,,10.1007/s00248-014-0395-4,,,,,,,,
mdp-0246,,10.1007/s00248-014-0448-8,,,,,,,,
mdp-0247,,10.1007/s00248-014-0474-6,,,,,,,,
mdp-0248,,10.1007/s00248-014-0498-y,,,,,,,,
mdp-0249,,10.1007/s00248-014-0505-3,,,,,,,,
mdp-0250,,10.1007/s00248-015-0573-z,,,,,,,,
mdp-0251,,10.1007/s00248-015-0632-5,,,,,,,,
mdp-0252,,10.1007/s00248-016-0858-x,,,,,,,,
mdp-0253,,10.1007/s00248-017-0943-9,,,,,,,,
mdp-0254,,10.1007/s00248-017-0978-y,,,,,,,,
mdp-0255,,10.1007/s00248-017-1006-y,,,,,,,,
mdp-0256,,10.1007/s00248-017-1023-x,,,,,,,,
mdp-0257,,10.1007/s00248-017-1076-x,,,,,,,,
mdp-0258,,10.1007/s00248-017-1080-1,,,,,,,,
mdp-0259,,10.1007/s00248-017-1083-y,,,,,,,,
mdp-0260,,10.1007/s00248-017-1091-y,,,,,,,,
mdp-0261,,10.1007/s00248-017-1097-5,,,,,,,,
mdp-0262,,10.1007/s00248-017-1127-3,,,,,,,,
mdp-0263,,10.1007/s00248-017-1135-3,,,,,,,,
mdp-0264,,10.1007/s00248-018-01314-2,,,,,,,,
mdp-0265,,10.1007/s00248-018-1150-z,,,,,,,,
mdp-0266,,10.1007/s00248-018-1156-6,,,,,,,,
mdp-0267,,10.1007/s00248-018-1201-5,,,,,,,,
mdp-0268,,10.1007/s00248-018-1208-y,,,,,,,,
mdp-0269,,10.1007/s00248-018-1223-z,,,,,,,,
mdp-0270,,10.1007/s00248-018-1255-4,,,,,,,,
mdp-0271,,10.1007/s00248-018-1285-y,,,,,,,,
mdp-0272,,10.1007/s00248-018-1309-7,,,,,,,,
mdp-0273,,10.1007/s00248-019-01374-y,,,,,,,,
mdp-0274,,10.1007/s00248-019-01395-7,,,,,,,,
mdp-0275,,10.1007/s00248-019-01424-5,,,,,,,,
mdp-0276,,10.1007/s00248-019-01428-1,,,,,,,,
mdp-0277,,10.1007/s00248-019-01430-7,,,,,,,,
mdp-0278,,10.1007/s00248-019-01465-w,,,,,,,,
mdp-0279,,10.1007/s00248-019-01472-x,,,,,,,,
mdp-0280,,10.1007/s00248-020-01556-z,,,,,,,,
mdp-0281,,10.1007/s00248-020-01588-5,,,,,,,,
mdp-0282,,10.1007/s00248-020-01616-4,,,,,,,,
mdp-0283,,10.1007/s00248-020-01658-8,,,,,,,,
mdp-0284,,10.1007/s00248-021-01690-2,,,,,,,,
mdp-0285,,10.1007/s00248-021-01747-2,,,,,,,,
mdp-0286,,10.1007/s00248-021-01788-7,,,,,,,,
mdp-0287,,10.1007/s00248-021-01793-w,,,,,,,,
mdp-0288,,10.1007/s00248-021-01823-7,,,,,,,,
mdp-0289,,10.1007/s00248-021-01867-9,,,,,,,,
mdp-0290,,10.1007/s00248-021-01868-8,,,,,,,,
mdp-0291,,10.1007/s00248-021-01919-0,,,,,,,,
mdp-0292,,10.1007/s00248-022-01958-1,,,,,,,,
mdp-0293,,10.1007/s00248-022-01980-3,,,,,,,,
mdp-0294,,10.1007/s00248-022-01996-9,,,,,,,,
mdp-0295,,10.1007/s00248-023-02183-0,,,,,,,,
mdp-0296,,10.1007/s00248-023-02193-y,,,,,,,,
mdp-0297,,10.1007/s00248-023-02209-7,,,,,,,,
mdp-0298,,10.1007/s00248-023-02212-y,,,,,,,,
mdp-0299,,10.1007/s00248-023-02262-2,,,,,,,,
mdp-0300,,10.1007/s00248-023-02299-3,,,,,,,,
mdp-0301,,10.1007/s00248-023-02305-8,,,,,,,,
mdp-0302,,10.1007/s00248-024-02350-x,,,,,,,,
mdp-0303,,10.1007/s00248-024-02362-7,,,,,,,,
mdp-0304,,10.1007/s00248-024-02394-z,,,,,,,,
mdp-0305,,10.1007/s00253-014-5733-4,,,,,,,,
mdp-0306,,10.1007/s00253-015-6875-8,,,,,,,,
mdp-0307,,10.1007/s00253-015-7131-y,,,,,,,,
mdp-0308,,10.1007/s00253-016-7777-0,,,,,,,,
mdp-0309,,10.1007/s00253-017-8718-2,,,,,,,,
mdp-0310,,10.1007/s00253-018-8909-5,,,,,,,,
mdp-0311,,10.1007/s00253-018-9455-x,,,,,,,,
mdp-0312,,10.1007/s00253-022-11893-3,,,,,,,,
mdp-0313,,10.1007/s00253-022-11949-4,,,,,,,,
mdp-0314,,10.1007/s00284-019-01684-x,,,,,,,,
mdp-0315,,10.1007/s00284-024-03676-y,,,,,,,,
mdp-0316,,10.1007/s00300-008-0509-x,,,,,,,,
mdp-0317,,10.1007/s00300-013-1435-0,,,,,,,,
mdp-0318,,10.1007/s00300-014-1621-8,,,,,,,,
mdp-0319,,10.1007/s00300-020-02640-3,,,,,,,,
mdp-0320,,10.1007/s00300-021-02995-1,,,,,,,,
mdp-0321,,10.1007/s00300-023-03187-9,,,,,,,,
mdp-0322,,10.1007/s00300-023-03221-w,,,,,,,,
mdp-0323,,10.1007/s00300-024-03316-y,,,,,,,,
mdp-0324,,10.1007/s00338-002-0273-2,,,,,,,,
mdp-0325,,10.1007/s00338-004-0389-7,,,,,,,,
mdp-0326,,10.1007/s00338-004-0428-4,,,,,,,,
mdp-0327,,10.1007/s00338-004-0436-4,,,,,,,,
mdp-0328,,10.1007/s00338-006-0185-7,,,,,,,,
mdp-0329,,10.1007/s00338-007-0333-8,,,,,,,,
mdp-0330,,10.1007/s00338-008-0412-5,,,,,,,,
mdp-0331,,10.1007/s00338-008-0450-z,,,,,,,,
mdp-0332,,10.1007/s00338-009-0509-5,,,,,,,,
mdp-0333,,10.1007/s00338-009-0511-y,,,,,,,,
mdp-0334,,10.1007/s00338-010-0649-7,,,,,,,,
mdp-0335,,10.1007/s00338-011-0849-9,,,,,,,,
mdp-0336,,10.1007/s00338-012-0913-0,,,,,,,,
mdp-0337,,10.1007/s00338-012-0959-z,,,,,,,,
mdp-0338,,10.1007/s00338-012-0972-2,,,,,,,,
mdp-0339,,10.1007/s00338-013-1036-y,,,,,,,,
mdp-0340,,10.1007/s00338-013-1103-4,,,,,,,,
mdp-0341,,10.1007/s00338-013-1106-1,,,,,,,,
mdp-0342,,10.1007/s00338-013-1118-x,,,,,,,,
mdp-0343,,10.1007/s00338-014-1130-9,,,,,,,,
mdp-0344,,10.1007/s00338-014-1147-0,,,,,,,,
mdp-0345,,10.1007/s00338-014-1156-z,,,,,,,,
mdp-0346,,10.1007/s00338-014-1220-8,,,,,,,,
mdp-0347,,10.1007/s00338-015-1264-4,,,,,,,,
mdp-0348,,10.1007/s00338-015-1277-z,,,,,,,,
mdp-0349,,10.1007/s00338-015-1286-y,,,,,,,,
mdp-0350,,10.1007/s00338-015-1320-0,,,,,,,,
mdp-0351,,10.1007/s00338-015-1345-4,,,,,,,,
mdp-0352,,10.1007/s00338-015-1357-0,,,,,,,,
mdp-0353,,10.1007/s00338-015-1388-6,,,,,,,,
mdp-0354,,10.1007/s00338-016-1458-4,,,,,,,,
mdp-0355,,10.1007/s00338-016-1508-y,,,,,,,,
mdp-0356,,10.1007/s00338-016-1517-x,,,,,,,,
mdp-0357,,10.1007/s00338-017-1572-y,,,,,,,,
mdp-0358,,10.1007/s00338-017-1615-4,,,,,,,,
mdp-0359,,10.1007/s00338-017-1618-1,,,,,,,,
mdp-0360,,10.1007/s00338-018-01750-z,,,,,,,,
mdp-0361,,10.1007/s00338-018-01762-9,,,,,,,,
mdp-0362,,10.1007/s00338-018-1667-0,,,,,,,,
mdp-0363,,10.1007/s00338-018-1693-y,,,,,,,,
mdp-0364,,10.1007/s00338-018-1701-2,,,,,,,,
mdp-0365,,10.1007/s00338-018-1710-1,,,,,,,,
mdp-0366,,10.1007/s00338-018-1716-8,,,,,,,,
mdp-0367,,10.1007/s00338-019-01769-w,,,,,,,,
mdp-0368,,10.1007/s00338-019-01772-1,,,,,,,,
mdp-0369,,10.1007/s00338-019-01776-x,,,,,,,,
mdp-0370,,10.1007/s00338-019-01779-8,,,,,,,,
mdp-0371,,10.1007/s00338-019-01783-y,,,,,,,,
mdp-0372,,10.1007/s00338-019-01790-z,,,,,,,,
mdp-0373,,10.1007/s00338-019-01797-6,,,,,,,,
mdp-0374,,10.1007/s00338-019-01837-1,,,,,,,,
mdp-0375,,10.1007/s00338-019-01863-z,,,,,,,,
mdp-0376,,10.1007/s00338-019-01871-z,,,,,,,,
mdp-0377,,10.1007/s00338-019-01875-9,,,,,,,,
mdp-0378,,10.1007/s00338-019-01889-3,,,,,,,,
mdp-0379,,10.1007/s00338-020-01917-7,,,,,,,,
mdp-0380,,10.1007/s00338-020-01938-2,,,,,,,,
mdp-0381,,10.1007/s00338-020-01956-0,,,,,,,,
mdp-0382,,10.1007/s00338-020-01962-2,,,,,,,,
mdp-0383,,10.1007/s00338-020-01999-3,,,,,,,,
mdp-0384,,10.1007/s00338-020-02006-5,,,,,,,,
mdp-0385,,10.1007/s00338-020-02008-3,,,,,,,,
mdp-0386,,10.1007/s00338-020-02023-4,,,,,,,,
mdp-0387,,10.1007/s00338-020-02027-0,,,,,,,,
mdp-0388,,10.1007/s00338-021-02066-1,,,,,,,,
mdp-0389,,10.1007/s00338-021-02068-z,,,,,,,,
mdp-0390,,10.1007/s00338-021-02075-0,,,,,,,,
mdp-0391,,10.1007/s00338-021-02089-8,,,,,,,,
mdp-0392,,10.1007/s00338-021-02090-1,,,,,,,,
mdp-0393,,10.1007/s00338-021-02092-z,,,,,,,,
mdp-0394,,10.1007/s00338-021-02094-x,,,,,,,,
mdp-0395,,10.1007/s00338-021-02097-8,,,,,,,,
mdp-0396,,10.1007/s00338-021-02109-7,,,,,,,,
mdp-0397,,10.1007/s00338-021-02116-8,,,,,,,,
mdp-0398,,10.1007/s00338-021-02126-6,,,,,,,,
mdp-0399,,10.1007/s00338-021-02133-7,,,,,,,,
mdp-0400,,10.1007/s00338-021-02138-2,,,,,,,,
mdp-0401,,10.1007/s00338-021-02143-5,,,,,,,,
mdp-0402,,10.1007/s00338-021-02151-5,,,,,,,,
mdp-0403,,10.1007/s00338-021-02159-x,,,,,,,,
mdp-0404,,10.1007/s00338-021-02164-0,,,,,,,,
mdp-0405,,10.1007/s00338-021-02176-w,,,,,,,,
mdp-0406,,10.1007/s00338-021-02182-y,,,,,,,,
mdp-0407,,10.1007/s00338-021-02196-6,,,,,,,,
mdp-0408,,10.1007/s00338-021-02201-y,,,,,,,,
mdp-0409,,10.1007/s00338-021-02207-6,,,,,,,,
mdp-0410,,10.1007/s00338-022-02218-x,,,,,,,,
mdp-0411,,10.1007/s00338-022-02221-2,,,,,,,,
mdp-0412,,10.1007/s00338-022-02236-9,,,,,,,,
mdp-0413,,10.1007/s00338-022-02254-7,,,,,,,,
mdp-0414,,10.1007/s00338-022-02259-2,,,,,,,,
mdp-0415,,10.1007/s00338-022-02260-9,,,,,,,,
mdp-0416,,10.1007/s00338-022-02261-8,,,,,,,,
mdp-0417,,10.1007/s00338-022-02266-3,,,,,,,,
mdp-0418,,10.1007/s00338-022-02289-w,,,,,,,,
mdp-0419,,10.1007/s00338-022-02291-2,,,,,,,,
mdp-0420,,10.1007/s00338-022-02301-3,,,,,,,,
mdp-0421,,10.1007/s00338-022-02316-w,,,,,,,,
mdp-0422,,10.1007/s00338-022-02334-8,,,,,,,,
mdp-0423,,10.1007/s00338-023-02370-y,,,,,,,,
mdp-0424,,10.1007/s00338-023-02375-7,,,,,,,,
mdp-0425,,10.1007/s00338-023-02376-6,,,,,,,,
mdp-0426,,10.1007/s00338-023-02446-9,,,,,,,,
mdp-0427,,10.1007/s00338-024-02470-3,,,,,,,,
mdp-0428,,10.1007/s00338-024-02475-y,,,,,,,,
mdp-0429,,10.1007/s00338-024-02485-w,,,,,,,,
mdp-0430,,10.1007/s00338-024-02499-4,,,,,,,,
mdp-0431,,10.1007/s00338-024-02503-x,,,,,,,,
mdp-0432,,10.1007/s00338-024-02505-9,,,,,,,,
mdp-0433,,10.1007/s00338-024-02510-y,,,,,,,,
mdp-0434,,10.1007/s00338-024-02566-w,,,,,,,,
mdp-0435,,10.1007/s00338-024-02594-6,,,,,,,,
mdp-0436,,10.1007/s00338-024-02599-1,,,,,,,,
mdp-0437,,10.1007/s00338-024-02605-6,,,,,,,,
mdp-0438,,10.1007/s00338-025-02621-0,,,,,,,,
mdp-0439,,10.1007/s00343-014-3215-2,,,,,,,,
mdp-0440,,10.1007/s00343-021-0427-0,,,,,,,,
mdp-0441,,10.1007/s00343-021-1036-7,,,,,,,,
mdp-0442,,10.1007/s00343-022-2198-7,,,,,,,,
mdp-0443,,10.1007/s00792-018-1012-0,,,,,,,,
mdp-0444,,10.1007/s00792-023-01322-2,,,,,,,,
mdp-0445,,10.1007/s10123-023-00358-w,,,,,,,,
mdp-0446,,10.1007/s10126-015-9683-3,,,,,,,,
mdp-0447,,10.1007/s10126-017-9741-0,,,,,,,,
mdp-0448,,10.1007/s10126-020-09958-3,,,,,,,,
mdp-0449,,10.1007/s10126-021-10047-2,,,,,,,,
mdp-0450,,10.1007/s10126-023-10268-7,,,,,,,,
mdp-0451,,10.1007/s10126-024-10294-z,,,,,,,,
mdp-0452,,10.1007/s10142-023-01013-3,,,,,,,,
mdp-0453,,10.1007/s10452-022-10002-w,,,,,,,,
mdp-0454,,10.1007/s10452-024-10168-5,,,,,,,,
mdp-0455,,10.1007/s10482-013-9912-6,,,,,,,,
mdp-0456,,10.1007/s10482-014-0130-7,,,,,,,,
mdp-0457,,10.1007/s10482-015-0499-y,,,,,,,,
mdp-0458,,10.1007/s10482-016-0649-x,,,,,,,,
mdp-0459,,10.1007/s10482-019-01364-7,,,,,,,,
mdp-0460,,10.1007/s10482-020-01503-5,,,,,,,,
mdp-0461,,10.1007/s10482-021-01547-1,,,,,,,,
mdp-0462,,10.1007/s10482-021-01670-z,,,,,,,,
mdp-0463,,10.1007/s10482-022-01770-4,,,,,,,,
