seed_id,title,doi,pmid,pmcid,bioproject_accession,ena_study_accession,dataset_id,repository,url,notes
mdp-032,,10.1016/j.scitotenv.2023.167956,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-033,,10.1016/j.seares.2024.102469,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-034,,10.1021/acs.est.2c01339,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-035,,10.1038/ismej.2013.227,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-036,,10.1038/ncomms14213,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-037,,10.1038/s41396-021-00932-y,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-038,,10.1038/s41467-023-38610-6,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-039,,10.1038/s41597-024-03050-4,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-040,,10.1038/s41598-019-44017-5,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-041,,10.1038/s41598-021-86731-z,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-042,,10.1038/s41598-023-48804-z,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-043,,10.1038/s42003-024-06136-2,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-044,,10.1038/srep19324,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-045,,10.1073/pnas.1721415116,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-046,,10.1080/21501203.2020.1799878,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-047,,10.1093/femsec/fiv170,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-048,,10.1093/gbe/evaa042,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-049,,10.1093/ismejo/wrae013,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-050,,10.1098/rspb.2008.0069,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-051,,10.1099/acmi.0.000622.v3,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-052,,10.1101/2022.06.17.495388,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-053,,10.1101/2024.03.20.586014,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-054,,10.1111/1462-2920.13535,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-055,,10.1111/1462-2920.15245,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-056,,10.1111/1574-6941.12135,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-057,,10.1111/1755-0998.13677,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-058,,10.1111/2041-210x.13485,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-059,,10.1111/gcb.16447,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-060,,10.1111/jbi.14560,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-061,,10.1111/maec.12638,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-062,,10.1111/mec.15494,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-063,,10.1111/mec.17318,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-064,,10.1128/aem.00322-20,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-065,,10.1128/aem.03391-16,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-066,,10.1128/msystems.00184-16open_in_new,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-067,,10.1128/spectrum.03016-23,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-068,,10.11626/kjeb.2023.41.4.637,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-069,,10.1186/s40168-017-0311-5,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-070,,10.1186/s40168-024-01789-x,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-071,,10.1242/jeb.128934,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-072,,10.1371/journal.pone.0062091,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-073,,10.1371/journal.pone.0144702,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-074,,10.1371/journal.pone.0218801,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-075,,10.1371/journal.pone.0303937,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-076,,10.21203/rs.3.rs-1155844/v1,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-077,,10.2139/ssrn.4793527,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-078,,10.25781/kaust-98x34,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-079,,10.3354/ame01741,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-080,,10.3354/meps13073,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-081,,10.3389/fmars.2015.00004,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-082,,10.3389/fmars.2019.00621,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-083,,10.3389/fmars.2021.638505,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-084,,10.3389/fmars.2022.748308,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-085,,10.3389/fmars.2023.1077805,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-086,,10.3389/fmars.2023.1308953,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-087,,10.3389/fmicb.2012.00444,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-088,,10.3389/fmicb.2017.01436,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-089,,10.3389/fmicb.2019.00173,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-090,,10.3389/fmicb.2020.02023,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-091,,10.3389/fmicb.2022.799333,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-092,,10.3389/fmicb.2024.1295149,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-093,,10.3390/biology13080609,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-094,,10.3390/jmse11010074,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-095,,10.3390/microorganisms11020292,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-096,,10.3390/microorganisms9112389,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-097,,10.3897/mbmg.5.72371,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-098,,10.5194/bg-22-385-2025,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-099,,10.7717/peerj.12458,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
mdp-100,,10.7717/peerj.333,,,,,,,,"from mdp_dois_links.md, Imported into Paperpile section, stride-sampled"
